ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0015844	GO:0015844	monoamine transport	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0017156	GO:0017156	calcium-ion regulated exocytosis	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0030049	GO:0030049	muscle filament sliding	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	MYLK2	1	go_bp
GO:0032715	GO:0032715	negative regulation of interleukin-6 production	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0033003	GO:0033003	regulation of mast cell activation	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0033028	GO:0033028	myeloid cell apoptotic process	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0042417	GO:0042417	dopamine metabolic process	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0046823	GO:0046823	negative regulation of nucleocytoplasmic transport	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0046835	GO:0046835	carbohydrate phosphorylation	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PFKFB1	1	go_bp
GO:0048538	GO:0048538	thymus development	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0072080	GO:0072080	nephron tubule development	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1903426	GO:1903426	regulation of reactive oxygen species biosynthetic process	1/26	13/5037	0.0651392591902523	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0006812	GO:0006812	cation transport	4/26	302/5037	0.0667588033204936	0.309621236035369	0.290162473033368	UQCRC1/CD84/PARK7/BCL2	4	go_bp
GO:0042180	GO:0042180	cellular ketone metabolic process	2/26	83/5037	0.0675665045878531	0.309621236035369	0.290162473033368	PARK7/GPD1	2	go_bp
GO:0033500	GO:0033500	carbohydrate homeostasis	2/26	84/5037	0.0689993220974124	0.309621236035369	0.290162473033368	PPP3CB/PARK7	2	go_bp
GO:0042593	GO:0042593	glucose homeostasis	2/26	84/5037	0.0689993220974124	0.309621236035369	0.290162473033368	PPP3CB/PARK7	2	go_bp
GO:0006259	GO:0006259	DNA metabolic process	4/26	306/5037	0.069409087025093	0.309621236035369	0.290162473033368	NEK7/PARK7/KLHDC3/APOBEC3C	4	go_bp
GO:0001914	GO:0001914	regulation of T cell mediated cytotoxicity	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0007127	GO:0007127	meiosis I	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	KLHDC3	1	go_bp
GO:0009994	GO:0009994	oocyte differentiation	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0010039	GO:0010039	response to iron ion	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0010830	GO:0010830	regulation of myotube differentiation	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0014911	GO:0014911	positive regulation of smooth muscle cell migration	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0019748	GO:0019748	secondary metabolic process	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0033275	GO:0033275	actin-myosin filament sliding	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	MYLK2	1	go_bp
GO:0034656	GO:0034656	nucleobase-containing small molecule catabolic process	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	APOBEC3C	1	go_bp
GO:0035036	GO:0035036	sperm-egg recognition	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	ALDOA	1	go_bp
GO:0036475	GO:0036475	neuron death in response to oxidative stress	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0039694	GO:0039694	viral RNA genome replication	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	APOBEC3C	1	go_bp
GO:0043276	GO:0043276	anoikis	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0043303	GO:0043303	mast cell degranulation	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0048066	GO:0048066	developmental pigmentation	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0048599	GO:0048599	oocyte development	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0051457	GO:0051457	maintenance of protein location in nucleus	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0051973	GO:0051973	positive regulation of telomerase activity	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	NEK7	1	go_bp
GO:0060993	GO:0060993	kidney morphogenesis	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0061326	GO:0061326	renal tubule development	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1902229	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1990000	GO:1990000	amyloid fibril formation	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	PFDN4	1	go_bp
GO:2001239	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	1/26	14/5037	0.0699773123871182	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0000302	GO:0000302	response to reactive oxygen species	2/26	85/5037	0.0704423760342694	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0070661	GO:0070661	leukocyte proliferation	2/26	86/5037	0.071895532125773	0.309621236035369	0.290162473033368	PPP3CB/BCL2	2	go_bp
GO:0014070	GO:0014070	response to organic cyclic compound	4/26	310/5037	0.0721149799834867	0.309621236035369	0.290162473033368	PARK7/GPD1/PFKFB1/BCL2	4	go_bp
GO:0043269	GO:0043269	regulation of ion transport	3/26	190/5037	0.0727214397024225	0.309621236035369	0.290162473033368	CD84/PARK7/BCL2	3	go_bp
GO:0031334	GO:0031334	positive regulation of protein-containing complex assembly	2/26	87/5037	0.0733586571163374	0.309621236035369	0.290162473033368	NEK7/PARK7	2	go_bp
GO:0022414	GO:0022414	reproductive process	4/26	312/5037	0.0734886909813506	0.309621236035369	0.290162473033368	PARK7/ALDOA/KLHDC3/BCL2	4	go_bp
GO:0031331	GO:0031331	positive regulation of cellular catabolic process	3/26	191/5037	0.0736334885020661	0.309621236035369	0.290162473033368	PARK7/GPD1/EPM2A	3	go_bp
GO:0001657	GO:0001657	ureteric bud development	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0002279	GO:0002279	mast cell activation involved in immune response	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0002448	GO:0002448	mast cell mediated immunity	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0002861	GO:0002861	regulation of inflammatory response to antigenic stimulus	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0016233	GO:0016233	telomere capping	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	NEK7	1	go_bp
GO:0035094	GO:0035094	response to nicotine	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0046040	GO:0046040	IMP metabolic process	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0051339	GO:0051339	regulation of lyase activity	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0061982	GO:0061982	meiosis I cell cycle process	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	KLHDC3	1	go_bp
GO:1902042	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:1903018	GO:1903018	regulation of glycoprotein metabolic process	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1903715	GO:1903715	regulation of aerobic respiration	1/26	15/5037	0.0747912860837007	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0009100	GO:0009100	glycoprotein metabolic process	2/26	88/5037	0.0748316187611722	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0048872	GO:0048872	homeostasis of number of cells	2/26	88/5037	0.0748316187611722	0.309621236035369	0.290162473033368	PPP3CB/BCL2	2	go_bp
GO:0000003	GO:0000003	reproduction	4/26	315/5037	0.0755751050110101	0.309621236035369	0.290162473033368	PARK7/ALDOA/KLHDC3/BCL2	4	go_bp
GO:0070647	GO:0070647	protein modification by small protein conjugation or removal	4/26	316/5037	0.0762774487275728	0.309621236035369	0.290162473033368	ASB4/PARK7/KLHDC3/BCL2	4	go_bp
GO:0006119	GO:0006119	oxidative phosphorylation	2/26	89/5037	0.0763142858200497	0.309621236035369	0.290162473033368	UQCRC1/PARK7	2	go_bp
GO:0031668	GO:0031668	cellular response to extracellular stimulus	2/26	89/5037	0.0763142858200497	0.309621236035369	0.290162473033368	MYH13/BCL2	2	go_bp
GO:0044282	GO:0044282	small molecule catabolic process	3/26	194/5037	0.0764012103329477	0.309621236035369	0.290162473033368	PARK7/APOBEC3C/QDPR	3	go_bp
GO:0009152	GO:0009152	purine ribonucleotide biosynthetic process	2/26	91/5037	0.0793082162046608	0.309621236035369	0.290162473033368	ADSL/ALDOA	2	go_bp
GO:0022898	GO:0022898	regulation of transmembrane transporter activity	2/26	91/5037	0.0793082162046608	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0001541	GO:0001541	ovarian follicle development	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0001656	GO:0001656	metanephros development	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0001823	GO:0001823	mesonephros development	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0006110	GO:0006110	regulation of glycolytic process	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	GPD1	1	go_bp
GO:0006584	GO:0006584	catecholamine metabolic process	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0009712	GO:0009712	catechol-containing compound metabolic process	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0016925	GO:0016925	protein sumoylation	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0030888	GO:0030888	regulation of B cell proliferation	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0032007	GO:0032007	negative regulation of TOR signaling	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	EPM2A	1	go_bp
GO:0035914	GO:0035914	skeletal muscle cell differentiation	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	MYLK2	1	go_bp
GO:0042771	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0045920	GO:0045920	negative regulation of exocytosis	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0061178	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0070988	GO:0070988	demethylation	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	APOBEC3C	1	go_bp
GO:0071108	GO:0071108	protein K48-linked deubiquitination	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0072163	GO:0072163	mesonephric epithelium development	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0072164	GO:0072164	mesonephric tubule development	1/26	16/5037	0.0795812953552709	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0050776	GO:0050776	regulation of immune response	4/26	321/5037	0.0798404685766316	0.309621236035369	0.290162473033368	PPP3CB/CD84/PARK7/BCL2	4	go_bp
GO:0016311	GO:0016311	dephosphorylation	3/26	199/5037	0.0811180366256881	0.309621236035369	0.290162473033368	PPP3CB/PFKFB1/BCL2	3	go_bp
GO:2001234	GO:2001234	negative regulation of apoptotic signaling pathway	2/26	94/5037	0.083868678458	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0002707	GO:0002707	negative regulation of lymphocyte mediated immunity	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0009119	GO:0009119	ribonucleoside metabolic process	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	APOBEC3C	1	go_bp
GO:0009168	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0030521	GO:0030521	androgen receptor signaling pathway	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0031103	GO:0031103	axon regeneration	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0032469	GO:0032469	endoplasmic reticulum calcium ion homeostasis	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0032835	GO:0032835	glomerulus development	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0033059	GO:0033059	cellular pigmentation	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0042558	GO:0042558	pteridine-containing compound metabolic process	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	QDPR	1	go_bp
GO:0043030	GO:0043030	regulation of macrophage activation	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0045576	GO:0045576	mast cell activation	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0046825	GO:0046825	regulation of protein export from nucleus	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0051149	GO:0051149	positive regulation of muscle cell differentiation	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1901861	GO:1901861	regulation of muscle tissue development	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1902175	GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1/26	17/5037	0.0843474547499656	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:1902532	GO:1902532	negative regulation of intracellular signal transduction	3/26	205/5037	0.0869463357672015	0.309621236035369	0.290162473033368	PARK7/EPM2A/BCL2	3	go_bp
GO:0032409	GO:0032409	regulation of transporter activity	2/26	96/5037	0.086953890755149	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0051607	GO:0051607	defense response to virus	2/26	97/5037	0.0885095949949377	0.309621236035369	0.290162473033368	APOBEC3C/BCL2	2	go_bp
GO:0051924	GO:0051924	regulation of calcium ion transport	2/26	97/5037	0.0885095949949377	0.309621236035369	0.290162473033368	CD84/BCL2	2	go_bp
GO:0140546	GO:0140546	defense response to symbiont	2/26	97/5037	0.0885095949949377	0.309621236035369	0.290162473033368	APOBEC3C/BCL2	2	go_bp
GO:0003254	GO:0003254	regulation of membrane depolarization	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0009127	GO:0009127	purine nucleoside monophosphate biosynthetic process	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0016574	GO:0016574	histone ubiquitination	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0031102	GO:0031102	neuron projection regeneration	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0032212	GO:0032212	positive regulation of telomere maintenance via telomerase	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	NEK7	1	go_bp
GO:0032768	GO:0032768	regulation of monooxygenase activity	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0043300	GO:0043300	regulation of leukocyte degranulation	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	CD84	1	go_bp
GO:0046173	GO:0046173	polyol biosynthetic process	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	QDPR	1	go_bp
GO:0048741	GO:0048741	skeletal muscle fiber development	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0051865	GO:0051865	protein autoubiquitination	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	ASB4	1	go_bp
GO:0051972	GO:0051972	regulation of telomerase activity	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	NEK7	1	go_bp
GO:1901658	GO:1901658	glycosyl compound catabolic process	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	APOBEC3C	1	go_bp
GO:1903202	GO:1903202	negative regulation of oxidative stress-induced cell death	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:2000134	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	1/26	18/5037	0.0890898782911014	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1901605	GO:1901605	alpha-amino acid metabolic process	2/26	98/5037	0.0900738676799744	0.309621236035369	0.290162473033368	PARK7/QDPR	2	go_bp
GO:0006468	GO:0006468	protein phosphorylation	5/26	473/5037	0.0905026132622378	0.309621236035369	0.290162473033368	PPP3CB/NEK7/PARK7/MYLK2/BCL2	5	go_bp
GO:0006164	GO:0006164	purine nucleotide biosynthetic process	2/26	99/5037	0.0916465872801305	0.309621236035369	0.290162473033368	ADSL/ALDOA	2	go_bp
GO:0009260	GO:0009260	ribonucleotide biosynthetic process	2/26	99/5037	0.0916465872801305	0.309621236035369	0.290162473033368	ADSL/ALDOA	2	go_bp
GO:0046649	GO:0046649	lymphocyte activation	3/26	211/5037	0.0929533350947344	0.309621236035369	0.290162473033368	PPP3CB/CD84/BCL2	3	go_bp
GO:0001913	GO:0001913	T cell mediated cytotoxicity	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0014904	GO:0014904	myotube cell development	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0018198	GO:0018198	peptidyl-cysteine modification	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0019674	GO:0019674	NAD metabolic process	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	GPD1	1	go_bp
GO:0043388	GO:0043388	positive regulation of DNA binding	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0046037	GO:0046037	GMP metabolic process	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0071320	GO:0071320	cellular response to cAMP	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	GPD1	1	go_bp
GO:1902807	GO:1902807	negative regulation of cell cycle G1/S phase transition	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1903146	GO:1903146	regulation of autophagy of mitochondrion	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:1903409	GO:1903409	reactive oxygen species biosynthetic process	1/26	19/5037	0.0938086794794719	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0002697	GO:0002697	regulation of immune effector process	2/26	101/5037	0.0948168857903625	0.309621236035369	0.290162473033368	PPP3CB/CD84	2	go_bp
GO:0072593	GO:0072593	reactive oxygen species metabolic process	2/26	101/5037	0.0948168857903625	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0009636	GO:0009636	response to toxic substance	2/26	102/5037	0.0964142263077718	0.309621236035369	0.290162473033368	PARK7/BCL2	2	go_bp
GO:0090257	GO:0090257	regulation of muscle system process	2/26	102/5037	0.0964142263077718	0.309621236035369	0.290162473033368	MYLK2/TNNC2	2	go_bp
GO:1901137	GO:1901137	carbohydrate derivative biosynthetic process	3/26	215/5037	0.0970547479399607	0.309621236035369	0.290162473033368	ADSL/ALDOA/BCL2	3	go_bp
GO:0001942	GO:0001942	hair follicle development	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0014031	GO:0014031	mesenchymal cell development	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0031639	GO:0031639	plasminogen activation	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PGK1	1	go_bp
GO:0032757	GO:0032757	positive regulation of interleukin-8 production	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0033077	GO:0033077	T cell differentiation in thymus	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0033555	GO:0033555	multicellular organismal response to stress	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0035065	GO:0035065	regulation of histone acetylation	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0035773	GO:0035773	insulin secretion involved in cellular response to glucose stimulus	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PPP3CB	1	go_bp
GO:0038034	GO:0038034	signal transduction in absence of ligand	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0040014	GO:0040014	regulation of multicellular organism growth	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0042149	GO:0042149	cellular response to glucose starvation	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0043094	GO:0043094	cellular metabolic compound salvage	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0043457	GO:0043457	regulation of cellular respiration	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0046033	GO:0046033	AMP metabolic process	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	ADSL	1	go_bp
GO:0048565	GO:0048565	digestive tract development	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0051353	GO:0051353	positive regulation of oxidoreductase activity	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:0051926	GO:0051926	negative regulation of calcium ion transport	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:0055008	GO:0055008	cardiac muscle tissue morphogenesis	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	MYLK2	1	go_bp
GO:0097192	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	BCL2	1	go_bp
GO:1903573	GO:1903573	negative regulation of response to endoplasmic reticulum stress	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	PARK7	1	go_bp
GO:1904358	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1/26	20/5037	0.0985039712956406	0.309621236035369	0.290162473033368	NEK7	1	go_bp
GO:0010035	GO:0010035	response to inorganic substance	3/26	217/5037	0.099133895002783	0.31077689306428	0.291245500495506	NEK7/PARK7/BCL2	3	go_bp
GO:0009896	GO:0009896	positive regulation of catabolic process	3/26	218/5037	0.100180492286694	0.311896432269468	0.292294680030458	PARK7/GPD1/EPM2A	3	go_bp
GO:0046390	GO:0046390	ribose phosphate biosynthetic process	2/26	105/5037	0.101253601889383	0.311896432269468	0.292294680030458	ADSL/ALDOA	2	go_bp
GO:1901214	GO:1901214	regulation of neuron death	2/26	105/5037	0.101253601889383	0.311896432269468	0.292294680030458	PARK7/BCL2	2	go_bp
GO:0042391	GO:0042391	regulation of membrane potential	2/26	106/5037	0.102882125127433	0.311896432269468	0.292294680030458	PARK7/BCL2	2	go_bp
GO:0002886	GO:0002886	regulation of myeloid leukocyte mediated immunity	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	CD84	1	go_bp
GO:0006734	GO:0006734	NADH metabolic process	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	GPD1	1	go_bp
GO:0022404	GO:0022404	molting cycle process	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	BCL2	1	go_bp
GO:0022405	GO:0022405	hair cycle process	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	BCL2	1	go_bp
GO:0033173	GO:0033173	calcineurin-NFAT signaling cascade	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	PPP3CB	1	go_bp
GO:0046632	GO:0046632	alpha-beta T cell differentiation	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	BCL2	1	go_bp
GO:0051453	GO:0051453	regulation of intracellular pH	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	BCL2	1	go_bp
GO:0097720	GO:0097720	calcineurin-mediated signaling	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	PPP3CB	1	go_bp
GO:0098773	GO:0098773	skin epidermis development	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	BCL2	1	go_bp
GO:1903115	GO:1903115	regulation of actin filament-based movement	1/26	21/5037	0.103175866202221	0.311896432269468	0.292294680030458	MYLK2	1	go_bp
GO:0048585	GO:0048585	negative regulation of response to stimulus	5/26	494/5037	0.10447961884572	0.314350292508389	0.294594322537287	PPP3CB/CD84/PARK7/EPM2A/BCL2	5	go_bp
GO:0072522	GO:0072522	purine-containing compound biosynthetic process	2/26	107/5037	0.104518156327684	0.314350292508389	0.294594322537287	ADSL/ALDOA	2	go_bp
GO:0009988	GO:0009988	cell-cell recognition	1/26	22/5037	0.107824476146148	0.318633427015426	0.298608274928958	ALDOA	1	go_bp
GO:0032435	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	1/26	22/5037	0.107824476146148	0.318633427015426	0.298608274928958	PARK7	1	go_bp
GO:0042100	GO:0042100	B cell proliferation	1/26	22/5037	0.107824476146148	0.318633427015426	0.298608274928958	BCL2	1	go_bp
GO:0043470	GO:0043470	regulation of carbohydrate catabolic process	1/26	22/5037	0.107824476146148	0.318633427015426	0.298608274928958	GPD1	1	go_bp
